Date,DateTime,idx,Day,Hour,Weekday,Week,Month,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),CO(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,ewma
2004-12-28,2004-12-28 23:00:00,7037,28,23,2,53,12,1456.0,1389.0,1266.0,1808.0,1504.0,1.2,23.4,165.0,101.0,14.4,83.5,0.99,1676.2198320419
2004-12-29,2004-12-29 23:00:00,7061,29,23,3,53,12,1035.0,941.0,1198.0,1175.0,979.0,,9.0,,,12.0,83.0,0.9393,1148.7742141698982
2004-12-30,2004-12-30 23:00:00,7085,30,23,4,53,12,1078.0,987.0,1317.0,1152.0,1015.0,,10.2,,,12.6,47.6,0.5546,1098.8506339188302
2004-12-31,2004-12-31 23:00:00,7109,31,23,5,53,12,1055.0,883.0,1568.0,1052.0,1195.0,,7.6,,,13.3,50.7,0.5191,1013.2651357035
2005-01-01,2005-01-01 23:00:00,7133,1,23,6,53,1,1472.0,1198.0,996.0,1344.0,1735.0,4.7,16.6,832.0,191.0,12.8,63.2,0.5961,1277.8650837466434
2005-01-02,2005-01-02 23:00:00,7157,2,23,7,53,1,1347.0,1084.0,994.0,1290.0,2004.0,3.4,13.0,560.0,174.0,13.5,73.1,0.66,1261.0913039888355
2005-01-03,2005-01-03 23:00:00,7181,3,23,1,1,1,,,,,,5.0,,728.0,190.0,,,,1261.0913039888355
2005-01-04,2005-01-04 23:00:00,7205,4,23,2,1,1,,,,,,4.5,,629.0,196.0,,,,1261.0913039888355
2005-01-05,2005-01-05 23:00:00,7229,5,23,3,1,1,1741.0,1438.0,764.0,1790.0,2159.0,5.9,25.3,1130.0,219.0,14.6,72.7,0.9971,1760.1352223703866
2005-01-06,2005-01-06 23:00:00,7253,6,23,4,1,1,1330.0,1063.0,1037.0,1419.0,1365.0,2.8,12.4,488.0,169.0,16.5,72.0,0.9687,1390.440371865784
2005-01-07,2005-01-07 23:00:00,7277,7,23,5,1,1,1493.0,1357.0,1110.0,1652.0,1742.0,5.7,22.2,737.0,180.0,13.3,83.8,0.8706,1631.5193516291956
2005-01-08,2005-01-08 23:00:00,7301,8,23,6,1,1,1616.0,1363.0,926.0,1701.0,1918.0,5.5,22.4,833.0,196.0,14.1,82.6,0.9681,1646.8922321528796
2005-01-09,2005-01-09 23:00:00,7325,9,23,7,1,1,1369.0,1242.0,1063.0,1669.0,1306.0,3.8,18.1,432.0,165.0,16.9,67.3,0.9826,1585.6471015285688
2005-01-10,2005-01-10 23:00:00,7349,10,23,1,2,1,1523.0,1334.0,1059.0,1804.0,1634.0,3.5,21.4,698.0,155.0,14.4,73.3,1.0567,1739.271946475828
2005-01-11,2005-01-11 23:00:00,7373,11,23,2,2,1,1526.0,1466.0,953.0,1855.0,1738.0,5.1,26.5,662.0,162.0,13.8,71.9,1.0087,1740.8565755499924
2005-01-12,2005-01-12 23:00:00,7397,12,23,3,2,1,1526.0,1512.0,807.0,1902.0,1770.0,5.9,28.4,910.0,196.0,15.8,79.4,0.9467,1869.180486426384
2005-01-13,2005-01-13 23:00:00,7421,13,23,4,2,1,1523.0,1470.0,931.0,1811.0,1783.0,5.2,26.6,760.0,178.0,14.2,82.1,0.9166,1728.8051332302985
2005-01-14,2005-01-14 23:00:00,7445,14,23,5,2,1,1512.0,1463.0,877.0,1750.0,1802.0,5.8,26.4,847.0,197.0,12.2,82.9,0.8286,1716.264810542224
2005-01-15,2005-01-15 23:00:00,7469,15,23,6,2,1,1474.0,1319.0,1013.0,1524.0,1784.0,5.2,20.8,816.0,212.0,12.3,86.6,0.7491,1489.0051095100152
2005-01-16,2005-01-16 23:00:00,7493,16,23,7,2,1,1289.0,1104.0,1144.0,1257.0,1499.0,3.8,13.6,531.0,167.0,11.9,69.5,0.6028,1237.650226788107
2005-01-17,2005-01-17 23:00:00,7517,17,23,1,3,1,1683.0,1831.0,1258.0,1964.0,2331.0,8.7,43.0,1230.0,272.0,12.9,63.3,0.517,1789.8414921920132
2005-01-18,2005-01-18 23:00:00,7541,18,23,2,3,1,1620.0,1502.0,1076.0,1733.0,2087.0,5.8,28.0,1099.0,243.0,11.3,83.0,0.9923,1714.4067903620826
2005-01-19,2005-01-19 23:00:00,7565,19,23,3,3,1,1197.0,962.0,1263.0,1298.0,975.0,2.6,9.6,317.0,152.0,10.0,83.8,0.9972,1283.8688707686722
2005-01-20,2005-01-20 23:00:00,7589,20,23,4,3,1,1445.0,1516.0,1315.0,1594.0,1946.0,6.0,28.5,854.0,210.0,15.4,57.6,0.5784,1497.2943292635302
2005-01-21,2005-01-21 23:00:00,7613,21,23,5,3,1,1835.0,1731.0,847.0,2083.0,2254.0,6.4,38.1,1200.0,244.0,13.5,73.8,0.815,1967.9670897543067
2005-01-22,2005-01-22 23:00:00,7637,22,23,6,3,1,1535.0,1327.0,851.0,1524.0,1881.0,2.7,21.1,977.0,246.0,15.8,81.4,0.8495,1540.8876699909006
2005-01-23,2005-01-23 23:00:00,7661,23,23,7,3,1,1174.0,981.0,1165.0,1220.0,1445.0,0.8,10.1,451.0,206.0,8.9,78.2,0.7074,1187.316260487518
2005-01-24,2005-01-24 23:00:00,7685,24,23,1,4,1,1174.0,1018.0,1421.0,1210.0,1149.0,2.0,11.1,355.0,203.0,11.8,80.4,0.6791,1151.9743707276918
2005-01-25,2005-01-25 23:00:00,7709,25,23,2,4,1,991.0,814.0,1785.0,1040.0,812.0,1.1,6.1,297.0,188.0,5.9,62.7,0.4943,1025.209628169736
2005-01-26,2005-01-26 23:00:00,7733,26,23,3,4,1,1024.0,945.0,1881.0,1073.0,1026.0,1.4,9.2,302.0,185.0,5.7,57.7,0.4704,1047.4182771510166
2005-01-27,2005-01-27 23:00:00,7757,27,23,4,4,1,1086.0,1032.0,1531.0,1049.0,1136.0,3.0,11.5,343.0,204.0,7.3,46.8,0.4046,1027.8504936682943
2005-01-28,2005-01-28 23:00:00,7781,28,23,5,4,1,1050.0,909.0,1282.0,1055.0,993.0,3.0,8.2,342.0,206.0,4.7,50.7,0.4271,1013.6502865796288
2005-01-29,2005-01-29 23:00:00,7805,29,23,6,4,1,925.0,678.0,1494.0,861.0,598.0,1.5,3.4,196.0,140.0,4.4,54.7,0.3785,886.235779737805
2005-01-30,2005-01-30 23:00:00,7829,30,23,7,4,1,932.0,715.0,1439.0,825.0,711.0,1.7,4.1,248.0,164.0,8.2,49.7,0.3782,819.8168827615037
2005-01-31,2005-01-31 23:00:00,7853,31,23,1,5,1,1523.0,1570.0,1486.0,1557.0,2214.0,6.8,30.8,984.0,285.0,14.1,45.6,0.4056,1519.1009563723135
2005-02-01,2005-02-01 23:00:00,7877,1,23,2,5,2,1541.0,1353.0,879.0,1492.0,2118.0,4.8,22.1,1017.0,227.0,13.5,68.9,0.6967,1451.374549385541
2005-02-02,2005-02-02 23:00:00,7901,2,23,3,5,2,1549.0,1584.0,846.0,1641.0,2033.0,6.7,31.4,883.0,230.0,14.5,67.5,0.5281,1567.3227465017715
2005-02-03,2005-02-03 23:00:00,7925,3,23,4,5,2,1713.0,1605.0,954.0,1870.0,2203.0,6.7,32.4,980.0,333.0,15.7,65.1,0.6578,1733.061078259051
2005-02-04,2005-02-04 23:00:00,7949,4,23,5,5,2,1411.0,1300.0,974.0,1472.0,1672.0,4.0,20.1,887.0,306.0,15.0,74.5,0.589,1379.3703611838337
2005-02-05,2005-02-05 23:00:00,7973,5,23,6,5,2,1263.0,1074.0,991.0,1198.0,1403.0,4.1,12.7,759.0,310.0,9.7,69.9,0.4633,1133.3184894122305
2005-02-06,2005-02-06 23:00:00,7997,6,23,7,5,2,1065.0,844.0,1169.0,979.0,1117.0,2.0,6.7,351.0,212.0,11.1,53.8,0.3658,941.7755565311
2005-02-07,2005-02-07 23:00:00,8021,7,23,1,6,2,1183.0,996.0,1187.0,1067.0,1396.0,2.8,10.5,471.0,281.0,12.9,49.5,0.4032,1032.2464280756014
2005-02-08,2005-02-08 23:00:00,8045,8,23,2,6,2,1277.0,1153.0,1378.0,1268.0,1520.0,2.9,15.1,493.0,253.0,13.9,46.4,0.4367,1189.7344872660199
2005-02-09,2005-02-09 23:00:00,8069,9,23,3,6,2,,,,,,3.9,,446.0,245.0,,,,830.3181227650964
2005-02-10,2005-02-10 23:00:00,8093,10,23,4,6,2,,,,,,8.4,,1028.0,289.0,,,,830.3181227650964
2005-02-11,2005-02-11 23:00:00,8117,11,23,5,6,2,1521.0,1203.0,530.0,1400.0,2141.0,7.1,16.8,1227.0,340.0,8.5,58.1,0.5885,1400.0
2005-02-12,2005-02-12 23:00:00,8141,12,23,6,6,2,1846.0,1474.0,709.0,1712.0,2494.0,5.7,26.8,952.0,265.0,11.4,69.0,0.7506,1684.355964398168
2005-02-13,2005-02-13 23:00:00,8165,13,23,7,6,2,1751.0,1255.0,881.0,1541.0,2411.0,4.1,18.5,689.0,229.0,19.9,85.0,1.0859,1531.6557858617184
2005-02-14,2005-02-14 23:00:00,8189,14,23,1,7,2,1295.0,1639.0,1063.0,1257.0,1582.0,4.2,33.9,484.0,212.0,13.7,70.0,0.7413,1173.7976757220922
2005-02-15,2005-02-15 23:00:00,8213,15,23,2,7,2,1155.0,1124.0,1491.0,1141.0,1429.0,3.1,14.2,445.0,220.0,12.8,41.5,0.3966,1124.8888873920405
2005-02-16,2005-02-16 23:00:00,8237,16,23,3,7,2,1464.0,1421.0,890.0,1542.0,1746.0,5.6,24.7,854.0,288.0,9.6,54.2,0.4582,1435.8779774574978
2005-02-17,2005-02-17 23:00:00,8261,17,23,4,7,2,1222.0,1081.0,1140.0,1246.0,1334.0,3.3,12.9,602.0,238.0,10.1,48.2,0.5256,1216.2916393991725
2005-02-18,2005-02-18 23:00:00,8285,18,23,5,7,2,1288.0,1228.0,1249.0,1333.0,1502.0,4.8,17.6,632.0,250.0,11.8,52.9,0.4922,1298.0666285134296
2005-02-19,2005-02-19 23:00:00,8309,19,23,6,7,2,1297.0,1061.0,962.0,1203.0,1575.0,3.1,12.3,509.0,250.0,13.8,65.0,0.5084,1180.1214974565041
2005-02-20,2005-02-20 23:00:00,8333,20,23,7,7,2,1228.0,913.0,1148.0,1124.0,1396.0,2.2,8.3,293.0,174.0,10.6,66.5,0.7124,1098.0251913475577
2005-02-21,2005-02-21 23:00:00,8357,21,23,1,8,2,1486.0,1301.0,1317.0,1682.0,1438.0,6.3,20.2,607.0,283.0,8.1,84.3,0.7425,1604.6059118408607
2005-02-22,2005-02-22 23:00:00,8381,22,23,2,8,2,1501.0,1403.0,1349.0,1789.0,1589.0,5.4,24.0,757.0,295.0,11.4,86.6,0.7165,1655.742445292398
2005-02-23,2005-02-23 23:00:00,8405,23,23,3,8,2,1224.0,1071.0,1261.0,1331.0,1254.0,3.1,12.6,431.0,249.0,5.7,83.9,0.6875,1321.6427744199802
2005-02-24,2005-02-24 23:00:00,8429,24,23,4,8,2,1405.0,1230.0,1148.0,1522.0,1658.0,4.0,17.7,645.0,270.0,8.5,85.3,0.7519,1500.8317360692222
2005-02-25,2005-02-25 23:00:00,8453,25,23,5,8,2,1527.0,1502.0,991.0,1868.0,1727.0,5.8,27.9,615.0,202.0,13.0,84.1,0.753,1719.6220144499655
2005-02-26,2005-02-26 23:00:00,8477,26,23,6,8,2,1191.0,1005.0,1121.0,1224.0,1284.0,4.3,10.7,443.0,169.0,9.9,75.1,0.5956,1192.6359107217602
2005-02-27,2005-02-27 23:00:00,8501,27,23,7,8,2,1256.0,1032.0,1079.0,1230.0,1371.0,4.8,11.5,488.0,189.0,12.6,76.3,0.5811,1217.54530357392
2005-02-28,2005-02-28 23:00:00,8525,28,23,1,9,2,947.0,903.0,1665.0,885.0,798.0,2.5,8.1,309.0,150.0,4.0,52.9,0.4338,869.2038978319549
2005-03-01,2005-03-01 23:00:00,8549,1,23,2,9,3,1009.0,958.0,1804.0,935.0,1006.0,2.8,9.5,358.0,159.0,4.1,41.4,0.2693,907.0208129880778
2005-03-02,2005-03-02 23:00:00,8573,2,23,3,9,3,1315.0,1384.0,1307.0,1325.0,1860.0,5.3,23.3,819.0,240.0,11.8,51.4,0.3479,1264.7869726052395
2005-03-03,2005-03-03 23:00:00,8597,3,23,4,9,3,1473.0,1245.0,876.0,1539.0,1785.0,5.4,18.2,907.0,228.0,7.3,84.0,0.7382,1496.3466375029968
2005-03-04,2005-03-04 23:00:00,8621,4,23,5,9,3,1567.0,1502.0,1134.0,1848.0,1913.0,6.1,28.0,959.0,225.0,12.5,81.2,0.6871,1690.062314087053
2005-03-05,2005-03-05 23:00:00,8645,5,23,6,9,3,1225.0,1010.0,1082.0,1284.0,1216.0,3.2,10.9,464.0,199.0,14.0,74.7,0.7248,1253.6880247145907
2005-03-06,2005-03-06 23:00:00,8669,6,23,7,9,3,1201.0,1095.0,1433.0,1220.0,1260.0,3.0,13.3,358.0,194.0,14.8,72.1,0.7143,1208.6551120264664
2005-03-07,2005-03-07 23:00:00,8693,7,23,1,10,3,1176.0,1162.0,1490.0,1148.0,1363.0,4.2,15.4,468.0,224.0,10.6,63.1,0.5381,1118.0316245615559
2005-03-08,2005-03-08 23:00:00,8717,8,23,2,10,3,1419.0,1462.0,1054.0,1599.0,1899.0,5.9,26.3,867.0,246.0,16.5,61.0,0.4716,1479.3910265489121
2005-03-09,2005-03-09 23:00:00,8741,9,23,3,10,3,1573.0,1479.0,985.0,1747.0,2088.0,6.0,27.0,900.0,235.0,18.0,65.3,0.7512,1696.4211045925974
2005-03-10,2005-03-10 23:00:00,8765,10,23,4,10,3,1454.0,1399.0,874.0,1620.0,1833.0,5.4,23.8,863.0,245.0,20.2,80.9,0.6961,1559.436641396445
2005-03-11,2005-03-11 23:00:00,8789,11,23,5,10,3,1452.0,1381.0,999.0,1661.0,1870.0,3.8,23.1,812.0,235.0,19.3,59.7,0.7277,1608.0705787915076
2005-03-12,2005-03-12 23:00:00,8813,12,23,6,10,3,1383.0,1119.0,1029.0,1415.0,1353.0,3.3,14.1,679.0,221.0,18.0,75.3,0.8764,1348.8610460824318
2005-03-13,2005-03-13 23:00:00,8837,13,23,7,10,3,1542.0,1200.0,1184.0,1520.0,1577.0,3.2,16.7,583.0,215.0,19.9,57.8,0.9292,1415.8343187879593
2005-03-14,2005-03-14 23:00:00,8861,14,23,1,11,3,1639.0,1531.0,845.0,1937.0,2001.0,6.5,29.1,782.0,234.0,20.2,74.5,0.9198,1884.4261938789869
2005-03-15,2005-03-15 23:00:00,8885,15,23,2,11,3,1710.0,1632.0,1049.0,2028.0,2140.0,7.4,33.5,841.0,248.0,23.6,69.8,0.9193,1940.8025426609854
2005-03-16,2005-03-16 23:00:00,8909,16,23,3,11,3,1545.0,1460.0,967.0,1809.0,1915.0,4.9,26.2,735.0,229.0,28.8,70.9,0.8222,1665.5258591573856
2005-03-17,2005-03-17 23:00:00,8933,17,23,4,11,3,1583.0,1457.0,997.0,1808.0,1976.0,5.6,26.1,745.0,240.0,28.3,68.4,0.7977,1696.080034332803
2005-03-18,2005-03-18 23:00:00,8957,18,23,5,11,3,1545.0,1466.0,922.0,1822.0,1883.0,5.6,26.5,701.0,241.0,25.9,68.6,0.9539,1701.0890563364264
2005-03-19,2005-03-19 23:00:00,8981,19,23,6,11,3,1435.0,1140.0,907.0,1550.0,1530.0,3.3,14.7,484.0,200.0,21.7,68.3,0.9882,1503.3411338442097
2005-03-20,2005-03-20 23:00:00,9005,20,23,7,11,3,1403.0,1142.0,966.0,1518.0,1419.0,4.0,14.8,590.0,179.0,23.1,66.2,1.025,1463.117532843257
2005-03-21,2005-03-21 23:00:00,9029,21,23,1,12,3,1653.0,1573.0,944.0,2147.0,1920.0,6.4,31.0,723.0,232.0,23.8,73.8,1.054,1941.1305018603714
2005-03-22,2005-03-22 23:00:00,9053,22,23,2,12,3,1557.0,1499.0,1069.0,1945.0,1817.0,5.8,27.8,605.0,198.0,25.5,70.9,1.0895,1751.1936671584272
2005-03-23,2005-03-23 23:00:00,9077,23,23,3,12,3,1663.0,1610.0,891.0,1975.0,2159.0,7.2,32.6,874.0,230.0,24.5,68.6,1.1045,1879.653099210842
2005-03-24,2005-03-24 23:00:00,9101,24,23,4,12,3,1818.0,1675.0,889.0,2143.0,2129.0,7.5,35.5,847.0,232.0,24.1,67.9,1.2217,2040.5265737302807
2005-03-25,2005-03-25 23:00:00,9125,25,23,5,12,3,1673.0,1484.0,858.0,2008.0,1812.0,5.7,27.2,649.0,196.0,21.7,82.8,1.2817,1950.8083419709928
2005-03-26,2005-03-26 23:00:00,9149,26,23,6,12,3,1372.0,1054.0,711.0,1534.0,1463.0,2.5,12.1,369.0,128.0,25.7,71.3,1.3135,1530.0856310369174
2005-03-27,2005-03-27 23:00:00,9173,27,23,7,12,3,1220.0,829.0,878.0,1393.0,1133.0,2.1,6.4,307.0,126.0,18.6,83.6,1.393,1379.09725587947
2005-03-28,2005-03-28 23:00:00,9197,28,23,1,13,3,1307.0,1063.0,955.0,1432.0,1224.0,3.7,12.4,508.0,175.0,25.1,80.6,1.2839,1406.3595519994424
2005-03-29,2005-03-29 23:00:00,9221,29,23,2,13,3,1519.0,1461.0,1117.0,2005.0,1648.0,5.1,26.3,623.0,181.0,19.6,71.8,1.2047,1833.435417013712
2005-03-30,2005-03-30 23:00:00,9245,30,23,3,13,3,1360.0,1295.0,1108.0,1639.0,1890.0,4.2,19.9,475.0,193.0,26.6,77.9,1.126,1603.6831028574672
2005-03-31,2005-03-31 23:00:00,9269,31,23,4,13,3,1531.0,1394.0,1015.0,1860.0,1683.0,4.1,23.6,673.0,170.0,24.0,74.2,1.1171,1650.1311259069266
2005-04-01,2005-04-01 23:00:00,9293,1,23,5,13,4,1044.0,874.0,1257.0,1158.0,909.0,2.2,7.4,313.0,160.0,19.9,50.6,0.7783,1117.5628363145477
2005-04-02,2005-04-02 23:00:00,9317,2,23,6,13,4,965.0,803.0,1223.0,958.0,889.0,1.5,5.8,280.0,174.0,22.0,43.3,0.6184,941.7605454561847
2005-04-03,2005-04-03 23:00:00,9341,3,23,7,13,4,1248.0,1018.0,1118.0,1289.0,1372.0,2.7,11.1,367.0,187.0,30.0,52.7,0.8642,1192.1991271520699
2005-04-04,2005-04-04 14:00:00,9356,4,14,1,14,4,1446.0,1362.0,1116.0,1777.0,1729.0,5.0,22.4,594.0,190.0,28.5,63.1,0.8275,1660.1687114827935
